,V2_X10_Y20,V1_X10_Y20,NIFTY50_Benchmark
2022-03-03,36.73906870582544,30.36332332106808,28.519167755404617
2022-03-04,35.70635807330229,29.437343719402875,27.633684709041574
2022-03-07,34.699989523155715,28.70210401740465,26.803557367422304
2022-03-08,34.911661996944574,28.822107373814056,27.05976672838384
2022-03-09,35.2873017435656,29.4002277406584,27.746097605949128
2022-03-10,36.13935730972706,30.117827369633975,28.502363626343286
2022-03-11,35.94820713071096,29.996335863449186,28.43121303099423
2022-03-14,36.5527868619125,30.82469202746325,29.05418763194283
2022-03-15,35.8746884546969,30.707113272374297,28.712656095786194
2022-03-16,37.03690757928253,31.117352322756698,29.43727086196295
2022-03-17,37.46352962843393,31.234069109067896,29.756212523886028
2022-03-18,37.088669632873604,30.61226013078937,29.35429751232659
2022-03-21,36.192827332880874,29.847386526716015,28.53941818217458
2022-03-22,36.56698898528133,30.19599078025692,28.883151604470548
2022-03-23,36.63931959919229,30.087159527003404,28.78715060500774
2022-03-24,36.68167012676149,30.100004402601897,28.82033695064856
2022-03-25,36.66581464465315,30.035724156816123,28.636620446586193
2022-03-28,37.097280923504194,30.333007688334735,28.851279547813704
2022-03-29,37.24502141335988,30.686946309083794,29.189343108929467
2022-03-30,36.700582593078,30.52294245154301,29.164005396654847
2022-03-31,36.77059375812475,31.021298927133188,29.4626417833604
2022-04-01,36.979695101318576,31.178658373465563,29.721865585920515
2022-04-04,37.49825314751982,31.45566637396817,30.113850759105244
2022-04-05,37.18406963202043,30.92973976896991,29.812624889072037
2022-04-06,36.713225332650666,31.020507211701798,29.880904732818593
2022-04-07,36.8624412448963,31.031670542386934,29.765013221187033
2022-04-08,37.35876164870711,31.485446402945595,30.27902142311696
2022-04-11,37.384872101777454,31.57093594979621,30.1124574253411
2022-04-12,37.244038478430674,31.496517329099085,30.04714495460499
2022-04-13,37.615561781971074,31.73607916859411,30.260016671416157
2022-04-14,37.37531846639015,31.204295185870578,30.047404491267105
2022-04-15,38.16822760168175,32.38693324732698,31.06539506909256
2022-04-18,37.64167327904553,32.410864731880864,31.120634211829355
2022-04-19,37.463227768035345,32.63371984897421,31.107173502734287
2022-04-20,38.03995252416894,32.71073216167899,31.408651277314114
2022-04-21,37.95083705662541,32.42992316477282,31.456819128490963
2022-04-22,37.70989882931539,32.40912962435489,31.156653512913103
2022-04-25,36.774042282159016,31.171991360496133,29.992391588725
2022-04-26,37.482927192611704,31.781487516211705,30.773216975207205
2022-04-27,37.41520898856707,31.593377325795213,30.378567348193375
2022-04-28,37.74654075685384,31.696882802021808,30.77590303635409
2022-04-29,37.404199907948296,32.035585317328106,30.75669571104873
2022-05-02,37.88885902775765,32.60211792770957,31.146838993263472
2022-05-03,37.59706292040255,32.43236218773322,31.116960765993575
2022-05-04,36.978291171814284,31.678837449957875,30.096116419987816
2022-05-05,37.09317069567704,31.70292756602202,30.009722458100008
2022-05-06,35.94181649765464,30.231202544749493,28.889880665227196
2022-05-09,35.50477855085026,29.33692132452148,28.268720010007442
2022-05-10,35.0555891456886,29.2348269603403,27.979484791934507
2022-05-11,35.067106907072954,29.434312417822106,27.978982884138336
2022-05-12,34.29824720758572,28.798519529961062,27.130514111637225
2022-05-13,34.364917628145534,28.73592518595245,27.059960088280487
2022-05-16,35.038816879629884,29.595242109178766,27.641696820859817
2022-05-17,36.8965500122044,31.273485166243155,29.200849699462662
2022-05-18,37.209616519306635,32.20972220975356,29.63224861080027
2022-05-19,36.02777701819242,30.88559406794058,28.33697565102724
2022-05-20,37.423875697043776,32.3621145374247,29.6700092785414
2022-05-23,36.14172167314145,30.84696711825774,28.738767622420625
2022-05-24,35.427321114274555,30.060691352470826,28.149206429160213
2022-05-25,35.16791357087554,29.68010595604591,27.73198356968245
2022-05-26,35.71472176253394,29.94054610901722,28.159456894488
2022-05-27,36.781265223297986,31.456783984217786,29.176059897110918
2022-05-30,38.013041192109334,33.23043664648877,30.492480440793244
2022-05-31,37.64250778736118,32.966019901522856,30.429574390289016
2022-06-01,37.126444763795654,32.565435532688205,30.04420825878842
2022-06-02,37.40021743688886,33.31653106859997,30.47966931231145
2022-06-03,37.212514502334095,33.640133239077926,30.42251043118245
2022-06-06,36.55298124748219,32.50624173789607,29.842220189835487
2022-06-07,36.10593588219781,31.43112489487061,29.14155496890938
2022-06-08,36.64663914399997,31.88036176016038,29.335651339899083
2022-06-09,36.96414904662482,32.1087811120901,29.56869773652833
2022-06-10,36.54619366158758,31.797658871852775,29.211969475664223
2022-06-13,35.12495024169806,29.666480901975035,27.453901057589558
2022-06-14,34.710405664045,29.39927082494147,27.377575046318547
2022-06-15,35.21378710265277,30.48918879528617,27.989047261529933
2022-06-16,33.68567399410556,27.859096235626723,26.030027734513528
2022-06-17,33.430219497231285,27.373522060089293,25.52291592513729
2022-06-20,33.29386185948873,27.062402578124267,25.3650654766544
2022-06-21,34.15392392933381,27.33141079797141,25.999429954492093
2022-06-22,33.30680959944805,26.657735039348584,25.257613204769335
2022-06-23,34.1232373232869,27.15065957932019,25.821703210989266
2022-06-24,34.50597143016117,27.309545658788625,26.091985640958804
2022-06-27,34.83905001210208,27.15680136652314,26.234972648839406
2022-06-28,34.71176230206656,27.156644965813182,26.28343242605129
2022-06-29,34.36997697070747,27.045863412537784,26.13237037175944
2022-06-30,33.88153437084167,26.328783961025536,25.64533888842222
2022-07-01,34.05888608698196,26.565224237685147,25.885357841982028
2022-07-04,34.20482397659603,26.4795292449461,25.961509716215204
2022-07-05,34.06084402870151,26.452533527748813,25.92938547069894
2022-07-06,34.856682698975064,27.055335339577535,26.558591477269644
2022-07-07,35.36160213078998,27.332466154918578,26.853305986305067
2022-07-08,35.029670512451496,27.004181660739192,26.810346575864408
2022-07-11,35.10285422438748,26.9097735539785,26.735551481217644
2022-07-12,34.66125958829305,26.571651699184518,26.322894544340624
2022-07-13,34.807411396816605,27.35143264373665,26.82950274070217
2022-07-14,34.706779709592325,27.620129370955617,27.02680839525142
2022-07-15,35.37886125432801,28.31323676619222,27.514057757081112
2022-07-18,35.52170361433389,28.16705316955712,27.793031892559327
2022-07-19,35.44341515705902,28.163008997637352,27.896842427642056
2022-07-20,36.03798112930852,28.6008819953,28.283701349297452
2022-07-21,36.62323674933064,29.19357867954464,28.88227070938647
2022-07-22,37.104769649173775,28.93845388859022,28.797155111249296
2022-07-25,36.832103339692736,28.95193250724022,28.782801857548247
2022-07-26,36.12837068587042,28.70078340321833,28.511798480070016
2022-07-27,36.79344009656749,29.61345680499754,29.155170988494582
2022-07-28,37.19416556631921,30.18576713586887,29.880102161298815
2022-07-29,37.765387537265795,31.53440848161342,30.865228572597747
2022-08-01,38.26015414500219,32.44339948306993,31.760330468940356
2022-08-02,37.87321466908473,31.908224005395812,31.546007986432212
2022-08-03,37.962109092913195,32.63908942568272,31.963085641633192
2022-08-04,37.112399680905206,32.25697323977077,31.701583725551096
2022-08-05,36.89158093270586,31.346917386835706,31.134049698601117
2022-08-08,36.84920091489605,30.964168434204243,31.091690769331205
2022-08-09,37.19992524048823,31.1970339371491,31.2794648432688
2022-08-10,37.46533176994038,31.550281059891706,31.438610578808145
2022-08-11,37.80800670503497,31.58281816698423,31.367607966556776
2022-08-12,37.94092660755661,31.87253067477791,31.64061725514491
2022-08-15,38.21087450226071,32.33698471637994,31.955041243186976
2022-08-16,39.064922318480335,33.09008486557292,32.63204776837399
2022-08-17,38.67691966573901,32.44584385421856,32.42532166074206
2022-08-18,38.3710295612254,31.822040971977493,32.05419425975573
2022-08-19,37.6018899240099,31.320785746110012,31.480140903292074
2022-08-22,36.63626520285703,30.516271812260776,30.582955819885306
2022-08-23,36.52871603501864,30.46496308023654,30.695223039433127
2022-08-24,36.25329178533032,30.429438594357073,30.71581308449971
2022-08-25,36.281850315569386,30.41981057421228,30.633626851831043
2022-08-26,36.46820276063541,30.838887345352294,30.87977343070929
2022-08-29,35.79924941684085,30.478029224711143,30.52150972595362
2022-08-30,37.01436957400852,31.841873071113525,31.89421561133785
2022-08-31,37.01744123454429,31.77565448023987,31.774081808120023
2022-09-01,37.03169199987626,31.999536188957478,31.77932482755075
2022-09-02,36.14804630036483,31.489126974668945,31.377396243015276
2022-09-05,37.04525630633286,32.27681722030604,31.868989516545064
2022-09-06,37.039996064315005,32.23255843958428,31.868872144253647
2022-09-07,37.51680681229224,33.19170774444018,32.44859441896031
2022-09-08,38.29431866066149,34.20518396457211,33.22718837763308
2022-09-09,38.21847488231227,33.145253677349814,32.71301965553543
2022-09-12,38.73694079357186,33.96476622287008,33.32626968658998
2022-09-13,38.89775459117164,33.715661691993695,33.32192201851753
2022-09-14,38.75725257193214,33.734948784802164,33.22503503031453
2022-09-15,38.45147047883935,33.645531974488605,33.05362401960894
2022-09-16,37.733260960953885,32.95880942467571,32.147463828613084
2022-09-19,37.25760969369294,32.580055317188354,32.00905467052255
2022-09-20,37.57996963111532,32.315807865105064,32.228744711515844
2022-09-21,37.56242779373893,32.35618318068019,31.9191240525992
2022-09-22,37.13240245505804,32.02721928394865,31.662061282573074
2022-09-23,37.231914065531704,31.806961987223126,30.97874906674147
2022-09-26,37.40020270056388,32.347027594459774,30.739193600822755
2022-09-27,36.96500070191882,31.606487108401147,30.311005826530323
2022-09-28,36.929869096064635,31.726358953368837,30.313003658823522
2022-09-29,36.862070970532535,31.989183862955038,30.49328561612079
2022-09-30,37.19007041274318,32.20392811894253,30.73954738449485
2022-10-03,35.983559422107135,31.425009893398514,29.832460738240705
2022-10-04,36.870988648756466,31.327012102528464,30.35537081498949
2022-10-05,37.03536437371406,31.383327765052528,30.398160029747267
2022-10-06,36.32331976983028,31.00459145779919,30.284255174873632
2022-10-07,35.76144581184211,30.2348553564906,29.827787831182874
2022-10-10,34.826070935217814,29.754836777756722,29.482747528714825
2022-10-11,34.15759714555813,28.94600734907462,28.424208761457415
2022-10-12,34.526688330529275,29.29138958071349,28.842826855614767
2022-10-13,34.254049486610526,29.120636421811152,28.69954423310286
2022-10-14,33.61025718840309,28.828087244536672,28.62093742446188
2022-10-17,33.32186920968323,28.73851202904596,28.724876586877677
2022-10-18,33.836181634124294,29.26305713219035,29.274714049196415
2022-10-19,33.514206357431455,29.098332893848955,29.016068100331125
2022-10-20,33.11545749235716,29.1860084268593,29.21235881717259
2022-10-21,33.83138770089638,29.49365488775937,29.371379148626353
2022-10-24,34.293908381714914,29.799694229294182,29.72230639496807
