X_pct,Y_pct,XIRR_pct,CAGR_pct,TotalReturn_pct,NumTrades,OpenPositions,WinRate_pct,AvgHoldingDays,MaxDrawdown_INR,MaxCapitalDeployed_INR,GrossInvested_INR,GrossReturned_INR,TerminalMTM_INR,NetPnL_INR
18.0,17.0,24.793847450241024,25.94874422334863,133.12800428465428,245,28,93.4065934065934,271.7551020408163,-139164.96881621663,331325.5349883232,2730000.0,3171087.0724154087,259019.36790975175,441087.0724154087
18.0,18.0,23.681325246652932,25.39259953336821,132.01467191807282,234,28,93.12977099236642,292.37606837606836,-139165.65617997458,333973.35881187813,2620000.0,3060893.833929269,259019.36790975175,440893.8339292691
18.0,19.0,23.201330212731637,25.152455911304795,134.45353855595445,225,29,92.91338582677166,313.15555555555557,-138958.45275179992,332020.04801764054,2540000.0,2986412.703274897,270115.51659957756,446412.70327489683
18.0,20.0,23.057246943805957,24.916465275557886,135.9278091378016,215,33,92.74193548387096,328.5023255813953,-140591.26008362937,331962.9291190714,2480000.0,2931229.936701227,315100.2678489284,451229.936701227
19.0,10.0,27.84254104589144,28.629455107582167,110.10867775549973,342,20,95.85635359116023,155.88888888888889,-131192.98677517264,339797.27867174405,3620000.0,3994146.290594628,177636.37508591366,374146.2905946281
19.0,11.0,26.93765484543168,27.62359013803948,109.17918484683263,318,20,95.56213017751479,171.5566037735849,-133218.2431858323,345133.31562851026,3380000.0,3756813.7406380535,176892.23710808574,376813.7406380535
19.0,12.0,27.512253165322136,27.115012445517372,112.21661837070864,303,21,95.37037037037037,184.67326732673268,-133923.60814132003,346682.2170753498,3240000.0,3629035.060494557,187369.93587808,389035.060494557
19.0,13.0,27.3500276818274,26.675790787364484,115.03824392169619,288,22,95.48387096774194,199.25347222222223,-133871.63890427243,345641.8380844107,3100000.0,3497620.3007909786,199656.68076399903,397620.3007909786
19.0,14.0,26.971131539378767,26.277706238415142,118.58474078674,271,23,94.89795918367348,215.73062730627305,-133864.28079735162,340815.5731645004,2940000.0,3344155.263997965,209806.3358804932,404155.263997965
19.0,15.0,26.685763259000762,25.84158473261775,120.6121329823645,260,23,94.69964664310953,229.62307692307692,-135248.03418102115,341812.61859762366,2830000.0,3242267.490093468,209197.59598981528,412267.4900934682
19.0,16.0,26.20853189381775,25.230296804867592,121.07890780878702,244,23,94.3820224719101,246.04098360655738,-136700.33295745356,340855.278590527,2670000.0,3082703.8485260084,209209.14665608728,412703.8485260084
